DATAFLOW,LAST UPDATE,freq,airpol,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-02,32.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-03,23,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-04,19.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-05,16.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-06,14.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-07,16.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-08,12,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-09,20.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-10,30.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-11,27.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2023-12,36.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-01,29.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-02,29.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-03,24.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-04,20.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-05,14.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-06,15.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-07,14,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-08,11.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-09,18.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-10,26.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Lefkosia,2024-11,30.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-01,27.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-02,34.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-03,33.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-04,30.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-05,26.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-06,23.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-07,25.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-08,29,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-09,33,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-10,36.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-11,33.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2018-12,27.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-01,26.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-02,36.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-03,24.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-04,28.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-05,26.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-06,22.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-07,23.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-08,25.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-09,25.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-10,28,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-11,28.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2019-12,28.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-01,30.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-02,20.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-03,24.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-04,23.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-05,18.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-06,18,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-07,15.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-08,19.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-09,25,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-10,21.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-11,24.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2020-12,23.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-01,25.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-02,34.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-03,27.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-04,18.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-05,15.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-06,19,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-07,16.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-08,17,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-09,24.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-10,27.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-11,25.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2021-12,26.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-01,21.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-02,18.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-03,33.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-04,23.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-05,20.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-06,19.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-07,18.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-08,21,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-09,21.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-10,24.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-11,27.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2022-12,27.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-01,21.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-02,26.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-03,24.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-04,22.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-05,18.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-06,20.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-07,16.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-08,18.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-09,26,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-10,23.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-11,21.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2023-12,24.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-01,27,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-02,22.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-03,24.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-04,20.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-05,19.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-06,16.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-07,16.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-08,20.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-09,20.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-10,22.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Praha,2024-11,25.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-01,33.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-02,38.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-03,36.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-04,34.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-05,25.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-06,26.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-07,26.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-08,31.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-09,36.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-10,39.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-11,34.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2018-12,29.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-01,31.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-02,42.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-03,28.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-04,24.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-05,24.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-06,26.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-07,21.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-08,30.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-09,29.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-10,31.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-11,30.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2019-12,33.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-01,33.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-02,25.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-03,26.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-04,23.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-05,20.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-06,19.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-07,21.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-08,25.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-09,31.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-10,25,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-11,26.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2020-12,25.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-01,24.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-02,32.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-03,30.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-04,20.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-05,19.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-06,20.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-07,18.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-08,18.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-09,23.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-10,26.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-11,25.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2021-12,26.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-01,22.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-02,20.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-03,28.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-04,18.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-05,18.3,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-06,18.4,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-07,16.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-08,18.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-09,20.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-10,25.6,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-11,24.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2022-12,24.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-01,21.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-02,26.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-03,23.9,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-04,19.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-05,16.1,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-06,16.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-07,16.5,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-08,17,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-09,25.7,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-10,20.2,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-11,21,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2023-12,21,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2024-01,21.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2024-02,19.8,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2024-03,21,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2024-04,19,
ESTAT:ENV_AIR_NO2(1.0),28/11/24 11:00:00,Monthly,Nitrogen dioxide,Micrograms per cubic metre,Berlin,2024-05,14,
